"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7167","Scrolling to footer","chromium","2026-01-09","passed","2026-01-09","","automaticscrolling.spec.ts","",""
